EventTime,DeviceName,RSSI,SNR,Description
9/15/2020 17:53,Dry Contact Sensor 01,-110,-12,Contacts opened
9/15/2020 17:53,Dry Contact Sensor 01,-105,-13.5,Contacts opened
9/15/2020 17:53,Dry Contact Sensor 01,-105,-12.5,Contacts Shorted
9/15/2020 17:52,Dry Contact Sensor 01,-108,-12.8,Contacts Shorted
9/15/2020 17:52,Dry Contact Sensor 01,-109,-13,Contacts opened
9/15/2020 17:52,Dry Contact Sensor 01,-108,-10.8,Contacts Shorted
9/15/2020 17:52,Dry Contact Sensor 01,-110,-11.5,Contacts opened
9/15/2020 17:51,Dry Contact Sensor 01,-109,-12.5,Supervisory Message Accumulation Count: 0 Sensor State: Contacts opened Battery: 3.2V
9/15/2020 17:51,Dry Contact Sensor 01,-107,-11.2,Supervisory Message Accumulation Count: 0 Sensor State: Contacts opened Battery: 3.2V
9/15/2020 17:51,Dry Contact Sensor 01,-107,-8.2,Supervisory Message Accumulation Count: 0 Sensor State: Contacts opened Battery: 3.2V
9/15/2020 17:50,Dry Contact Sensor 01,-111,-7.5,Supervisory Message Accumulation Count: 0 Sensor State: Contacts opened Battery: 3.2V
9/15/2020 17:42,Dry Contact Sensor 01,-107,-13.2,Supervisory Message Accumulation Count: 0 Sensor State: Contacts opened Battery: 3.2V
9/15/2020 17:41,Dry Contact Sensor 01,-113,-11.5,Supervisory Message Accumulation Count: 0 Sensor State: Contacts opened Battery: 3.2V
9/15/2020 17:41,Dry Contact Sensor 01,-110,-8,Supervisory Message Accumulation Count: 0 Sensor State: Contacts opened Battery: 3.2V
9/15/2020 17:41,Dry Contact Sensor 01,-111,-6,Supervisory Message Accumulation Count: 0 Sensor State: Contacts opened Battery: 3.2V
9/15/2020 17:41,Dry Contact Sensor 01,-113,-6.2,Supervisory Message Accumulation Count: 0 Sensor State: Contacts opened Battery: 3.2V
9/15/2020 17:41,Dry Contact Sensor 01,-109,-12.2,Supervisory Message Accumulation Count: 0 Sensor State: Contacts opened Battery: 3.2V
9/15/2020 17:40,Dry Contact Sensor 01,-110,-11.2,Supervisory Message Accumulation Count: 0 Sensor State: Contacts opened Battery: 3.2V
9/15/2020 17:40,Dry Contact Sensor 01,-110,-10.2,Supervisory Message Accumulation Count: 8 Sensor State: Contacts opened Battery: 3.2V
9/15/2020 17:39,Dry Contact Sensor 01,-110,-12.8,Contacts Shorted
9/15/2020 17:38,Dry Contact Sensor 01,-109,-14,Supervisory Message Accumulation Count: 0 Sensor State: Contacts opened Battery: 3.2V
9/15/2020 17:37,Dry Contact Sensor 01,-108,-11.2,Supervisory Message Accumulation Count: 0 Sensor State: Contacts opened Battery: 3.2V
9/15/2020 17:37,Dry Contact Sensor 01,-100,-6.8,Supervisory Message Accumulation Count: 0 Sensor State: Contacts opened Battery: 3.2V
9/15/2020 17:37,Dry Contact Sensor 01,-109,-8.8,Supervisory Message Accumulation Count: 0 Sensor State: Contacts opened Battery: 3.2V
9/15/2020 17:36,Dry Contact Sensor 01,-110,-10.2,Supervisory Message Accumulation Count: 0 Sensor State: Contacts opened Battery: 3.2V
9/15/2020 17:36,Dry Contact Sensor 01,-105,-13.5,Supervisory Message Accumulation Count: 0 Sensor State: Contacts opened Battery: 3.2V
